id;raw_bid;points;distribution;spade_count;heart_count;diamond_count;club_count;par_suit_count;suit;suit_count;suit_stop;suit_control;suit_force;stop_suits;artificial;forcing;convention
1;2K;>=24HL;;;;;;;;;False;False;False;;True;manche;2 carreau forcing de manche
2;2T;17H-23HL;;;;;;;;;False;False;False;;True;autoforcing;2 fort indéterminé
3;2SA;20-21H;semi-régulier;;;;;;;;False;False;False;;False;;
4;1SA;15H-17H;semi-régulier;;;;;;;;False;False;False;;False;;
5;1M;12H-23HL;;;;;;;;>=5;False;False;False;;False;;Majeure 5e
6;1m;12H-23HL;;;;;;;;>=3;False;False;False;;False;;Meilleure mineure
7;2M;5-10H;unicolore;;;;;;;6;False;False;False;;False;;2 majeur faible
8;3E;5-10H;unicolore;;;;;;;7;False;False;False;;False;;Barrage
9;4E;5-10H;unicolore;;;;;;;8;False;False;False;;False;;Barrage
10;3SA;10-16H;unicolore;;;;;;;;False;False;False;;True;;Mineure 7e affranchie
201;2M;6-10HLD;;;;;;>=3;;;False;False;False;;False;;
202;2SA;11-12HLD;;;;;;3;;;False;False;False;;True;forcing;2 SA fitté
203;3M;11-12HLD;;;;;;4;;;False;False;False;;False;;
204;3M;13-15HLD;semi-régulier;;;;;4;;;False;False;False;;True;forcing;3 SA fitté
205;4M;6-9H;;;;;;5;;;False;False;False;;False;;
206;2m;>=11H;;;;;;;;;False;False;False;;False;autoforcing;
207;1P;>=6HL;;;;;;;;;False;False;False;;False;forcing;
208;2C;>=11H;;;;;;;;>=5;False;False;False;;False;;
209;1SA;6-10HL;;;;;;<3;;;False;False;False;;False;;
210;4m;13-15HLD;;;;;;>=4;;<=1;False;True;False;;True;forcing;Splinter
211;4C;13-15HLD;;;;;;>=4;;<=1;False;True;False;;True;forcing;Splinter
212;3P;13-15HLD;;;;;;>=4;;<=1;False;True;False;;True;forcing;Splinter
213;3M;5-10H;irrégulier;;;;;>=4;;;False;False;False;;False;;Barrage
214;2SA;>=11HLD;;;;;;>=4;;;False;False;False;;False;;
215;2T;>=11HLD;;;;;;>=3;;;False;False;False;;True;forcing;Drury
216;1P;8-10H;;;;;;<3;;;False;False;False;;False;;
217;2E;8-10H;;;;;;<3;;;False;False;False;;False;;
218;2P;8-11H;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
219;3E;8-11H;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
220;1SA;6-11H;;;;;;<3;;;False;False;False;;False;;
221;1F;6-23HL;;;;;;;;>=4;False;False;False;;False;forcing;
222;2T;12-23HL;;;;;;;;>=5;False;False;False;;False;autoforcing;
223;2M;>=18HL;unicolore;;;;;;;>=6;True;True;True;;False;;
224;2K;>=18HL;unicolore;;;;;;;>=6;True;True;True;;False;;
225;3T;>=18HL;unicolore;;;;;;;>=6;True;True;True;;False;;
226;3E;4-10H;unicolore;;;;;;;7;False;False;False;;False;;Barrage
227;4E;4-10H;unicolore;;;;;;;>=8;False;False;False;;False;;Barrage
228;1SA;6-10HL;régulier;;;;;;;;False;False;False;;False;;
229;2SA;11H-12HL;régulier;;;;;;;;False;False;False;;False;;
230;3SA;13-15HL;régulier;;;;;;;;False;False;False;;False;;
231;2T;6-8H;;;;;;>=5;;;False;False;False;;False;;
232;3T;9-11H;;;;;;>=5;;;False;False;False;;False;;
233;2K;6-8H;;;;;;>=4;;;False;False;False;;False;;
234;3K;9-11H;;;;;;>=4;;;False;False;False;;False;;
235;1F;6-23HL;;;;;;;;>=4;False;False;False;;False;;
236;2T;12-23HL;;;;;;;;>=5;False;False;False;;False;;
237;2M;8-11H;bicolore;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
238;2K;8-11H;bicolore;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
239;3T;8-11H;bicolore;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
261;2M;6-10HLD;;;;;;>=3;;;False;False;False;;False;;
262;2SA;11-12HLD;;;;;;3;;;False;False;False;;True;;2SA Truscott
263;3M;6-10H;;;;;;4;;;False;False;False;;False;;Barrage
264;3m;>=11HLD;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
265;3SA;13-15HLD;semi-régulier;;;;;4;;;False;False;False;;True;forcing;3 SA fitté
266;4M;6-9H;;;;;;5;;;False;False;False;;False;;
267;4m;13-15HLD;;;;;;5;;<=1;False;True;False;;True;forcing;Splinter
268;4C;13-15HLD;;;;;;5;;<=1;False;True;False;;True;forcing;Splinter
269;3P;13-15HLD;;;;;;5;;<=1;False;True;False;;True;forcing;Splinter
270;2m;8-10H;;;;;;<3;;>=5;False;False;False;;False;;
271;2C;8-10H;;;;;;<3;;>=5;False;False;False;;False;;
272;1P;>=6HL;;;;;;;;;False;False;False;;False;forcing;
273;1SA;8-10HL;semi-régulier;;;;;<3;;;False;False;False;;False;;
274;XX;>=10H;;;;;;;;;False;False;False;;False;;
275;1E;7-23HL;;;;;;;;>=4;False;False;False;;False;forcing;
276;2T;7-10H;;;;;;;;>=6;False;False;False;;False;;
277;3E;4-10H;unicolore;;;;;;;7;False;False;False;;False;;Barrage
278;4E;4-10H;unicolore;;;;;;;>=8;False;False;False;;False;;Barrage
279;1SA;8-10HL;semi-régulier;;;;;;;;False;False;False;;False;;
280;XX;>=10H;;;;;;;;;False;False;False;;False;;
281;2m;<=8H;;;;;;5;;;False;False;False;;False;;
282;3m;<=8H;;;;;;6;;;False;False;False;;False;;
283;4m;<=8H;;;;;;7;;;False;False;False;;False;;
284;2SA;>=9H;;;;;;5;;;False;False;False;;True;;2SA Truscott
311;2C;6-10HLD;;;;;;>=3;;;False;False;False;;False;;
312;2SA;11-15HLD;;;;;;3;;;False;False;False;;True;forcing;2SA fitté
313;3C;11-12HLD;;;;;;4;;;False;False;False;;False;;
314;3SA;13-15HLD;semi-régulier;;;;;4;;;False;False;False;;True;forcing;3 SA fitté
315;4C;6-9H;;;;;;5;;;False;False;False;;False;;
316;3P;13-15HLD;;;;;;5;;<=1;False;True;False;;True;forcing;Splinter
317;4m;13-15HLD;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
318;2P;>=11H;;;;;;>=4;;;False;False;False;;True;manche;Cuebid
319;2m;>=11HL;;;;;;;;>=5;False;False;False;;False;forcing;
320;3m;4-10H;;;;;;<3;;7;False;False;False;;False;;Barrage
321;4m;4-10H;;;;;;<3;;>=8;False;False;False;;False;;Barrage
322;1SA;8-10HL;semi-régulier;;;;;<3;;;False;False;False;;False;;
323;X;>=8HL;;;;;;<3;;;False;False;False;;False;;Contre Spoutnik généralisé
324;2M;6-10HLD;;;;;;>=3;;;False;False;False;;False;;
325;2SA;11-15HLD;;;;;;3;;;False;False;False;;True;forcing;2SA fitté
326;3M;11-12HLD;;;;;;4;;;False;False;False;;False;;
327;3SA;13-15HLD;semi-régulier;;;;;4;;;False;False;False;;True;forcing;3 SA fitté
328;4M;6-9H;;;;;;5;;;False;False;False;;False;;
329;4E;13-15HLD;;;;;;5;;<=1;False;True;False;;True;forcing;Splinter
330;4m;13-15HLD;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
331;4C;13-15HLD;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
332;3P;13-15HLD;;;;;;>=4;;>=5;False;False;False;;False;;Enchère de rencontre
333;3E;>=11H;;;;;;>=4;;;False;False;False;;True;manche;Cuebid
334;2F;>=11HL;;;;;;;;>=5;False;False;False;;False;forcing;
335;3F;4-10H;;;;;;<3;;7;False;False;False;;False;;Barrage
336;4F;4-10H;;;;;;<3;;>=8;False;False;False;;False;;Barrage
337;X;>=8HL;;;;;;<3;;;False;False;False;;False;;Contre Spoutnik généralisé
338;1M;>=7HL;;;;;;;;>=4;False;False;False;;False;forcing;
339;2E;>=11HL;;;;;;;;>=5;False;False;False;;False;autoforcing;
340;3F;4-10H;;;;;;;;>=7;False;False;False;;False;;Barrage
341;1SA;8-10HL;semi-régulier;;;;;;;;False;False;False;opp;False;;
